koma_id,kanji,page,koma,width,height,page_type,koma_path
10-083-1,10,83,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-083-1.jpg
10-083-2,10,83,2,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-083-2.jpg
10-083-3,10,83,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-083-3.jpg
10-083-4,10,83,4,656,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-083-4.jpg
10-083-5,10,83,5,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-083-5.jpg
10-083-6,10,83,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-083-6.jpg
10-083-7,10,83,7,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-083-7.jpg
10-083-8,10,83,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-083-8.jpg
10-084-1,10,84,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-084-1.jpg
10-084-2,10,84,2,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-084-2.jpg
10-084-3,10,84,3,656,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-084-3.jpg
10-084-4,10,84,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-084-4.jpg
10-084-5,10,84,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-084-5.jpg
10-084-6,10,84,6,652,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-084-6.jpg
10-084-7,10,84,7,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-084-7.jpg
10-084-8,10,84,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-084-8.jpg
10-085-1,10,85,1,656,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-085-1-pad-shaved.jpg
10-085-2,10,85,2,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-085-2-pad-shaved.jpg
10-085-3,10,85,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-085-3-pad-shaved.jpg
10-085-4,10,85,4,656,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-085-4-pad-shaved.jpg
10-085-5,10,85,5,652,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-085-5-pad-shaved.jpg
10-085-6,10,85,6,652,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-085-6-pad-shaved.jpg
10-085-7,10,85,7,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-085-7-pad-shaved.jpg
10-085-8,10,85,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-085-8-pad-shaved.jpg
10-086-1,10,86,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-086-1.jpg
10-086-2,10,86,2,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-086-2.jpg
10-086-3,10,86,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-086-3.jpg
10-086-4,10,86,4,656,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-086-4.jpg
10-086-5,10,86,5,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-086-5.jpg
10-086-6,10,86,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-086-6.jpg
10-086-7,10,86,7,652,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-086-7.jpg
10-086-8,10,86,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-086-8.jpg
10-087-1,10,87,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-087-1.jpg
10-087-2,10,87,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-087-2.jpg
10-087-3,10,87,3,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-087-3.jpg
10-087-4,10,87,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-087-4.jpg
10-087-5,10,87,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-087-5.jpg
10-087-6,10,87,6,652,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-087-6.jpg
10-087-7,10,87,7,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-087-7.jpg
10-087-8,10,87,8,650,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-087-8.jpg
10-089-1,10,89,1,599,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-089-1-pad-shaved.jpg
10-089-2,10,89,2,705,538,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-089-2-pad-shaved.jpg
10-089-3,10,89,3,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-089-3-pad-shaved.jpg
10-089-4,10,89,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-089-4-pad-shaved.jpg
10-089-5,10,89,5,673,516,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-089-5-pad-shaved.jpg
10-089-6,10,89,6,674,537,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-089-6-pad-shaved.jpg
10-089-7,10,89,7,652,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-089-7-pad-shaved.jpg
10-089-8,10,89,8,652,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-089-8-pad-shaved.jpg
10-090-1,10,90,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-090-1.jpg
10-090-2,10,90,2,655,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-090-2.jpg
10-090-3,10,90,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-090-3.jpg
10-090-4,10,90,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-090-4.jpg
10-090-5,10,90,5,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-090-5.jpg
10-090-6,10,90,6,652,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-090-6.jpg
10-090-7,10,90,7,651,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-090-7.jpg
10-090-8,10,90,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-090-8.jpg
10-091-1,10,91,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-091-1.jpg
10-091-2,10,91,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-091-2.jpg
10-091-3,10,91,3,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-091-3.jpg
10-091-4,10,91,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-091-4.jpg
10-091-5,10,91,5,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-091-5.jpg
10-091-6,10,91,6,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-091-6.jpg
10-091-7,10,91,7,652,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-091-7.jpg
10-091-8,10,91,8,652,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-091-8.jpg
10-092-1,10,92,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-092-1.jpg
10-092-2,10,92,2,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-092-2.jpg
10-092-3,10,92,3,654,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-092-3.jpg
10-092-4,10,92,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-092-4.jpg
10-092-5,10,92,5,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-092-5.jpg
10-092-6,10,92,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-092-6.jpg
10-092-7,10,92,7,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-092-7.jpg
10-092-8,10,92,8,651,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-092-8.jpg
10-093-1,10,93,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-093-1.jpg
10-093-2,10,93,2,656,508,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-093-2.jpg
10-093-3,10,93,3,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-093-3.jpg
10-093-4,10,93,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-093-4.jpg
10-093-5,10,93,5,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-093-5.jpg
10-093-6,10,93,6,652,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-093-6.jpg
10-093-7,10,93,7,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-093-7.jpg
10-093-8,10,93,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-093-8.jpg
10-094-1,10,94,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-094-1.jpg
10-094-2,10,94,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-094-2.jpg
10-094-3,10,94,3,655,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-094-3.jpg
10-094-4,10,94,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-094-4.jpg
10-094-5,10,94,5,650,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-094-5.jpg
10-094-6,10,94,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-094-6.jpg
10-094-7,10,94,7,651,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-094-7.jpg
10-094-8,10,94,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-094-8.jpg
10-095-1,10,95,1,705,530,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-095-1-pad-shaved.jpg
10-095-2,10,95,2,702,522,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-095-2-pad-shaved.jpg
10-095-3,10,95,3,656,503,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-095-3-pad-shaved.jpg
10-095-4,10,95,4,656,499,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-095-4-pad-shaved.jpg
10-095-5,10,95,5,675,528,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-095-5-pad-shaved.jpg
10-095-6,10,95,6,675,524,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-095-6-pad-shaved.jpg
10-095-7,10,95,7,652,503,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-095-7-pad-shaved.jpg
10-095-8,10,95,8,651,499,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-095-8-pad-shaved.jpg
10-096-1,10,96,1,657,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-096-1.jpg
10-096-2,10,96,2,657,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-096-2.jpg
10-096-3,10,96,3,655,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-096-3.jpg
10-096-4,10,96,4,657,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-096-4.jpg
10-096-5,10,96,5,653,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-096-5.jpg
10-096-6,10,96,6,652,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-096-6.jpg
10-096-7,10,96,7,652,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-096-7.jpg
10-096-8,10,96,8,652,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-096-8.jpg
10-097-1,10,97,1,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-097-1.jpg
10-097-2,10,97,2,657,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-097-2.jpg
10-097-3,10,97,3,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-097-3.jpg
10-097-4,10,97,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-097-4.jpg
10-097-5,10,97,5,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-097-5.jpg
10-097-6,10,97,6,652,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-097-6.jpg
10-097-7,10,97,7,652,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-097-7.jpg
10-097-8,10,97,8,651,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-097-8.jpg
10-098-1,10,98,1,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-098-1.jpg
10-098-2,10,98,2,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-098-2.jpg
10-098-3,10,98,3,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-098-3.jpg
10-098-4,10,98,4,656,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-098-4.jpg
10-098-5,10,98,5,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-098-5.jpg
10-098-6,10,98,6,652,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-098-6.jpg
10-098-7,10,98,7,652,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-098-7.jpg
10-098-8,10,98,8,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-098-8.jpg
10-099-1,10,99,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-099-1.jpg
10-099-2,10,99,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-099-2.jpg
10-099-3,10,99,3,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-099-3.jpg
10-099-4,10,99,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-099-4.jpg
10-099-5,10,99,5,652,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-099-5.jpg
10-099-6,10,99,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-099-6.jpg
10-099-7,10,99,7,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-099-7.jpg
10-099-8,10,99,8,679,510,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-099-8.jpg
10-100-1,10,100,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-100-1.jpg
10-100-2,10,100,2,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-100-2.jpg
10-100-3,10,100,3,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-100-3.jpg
10-100-4,10,100,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-100-4.jpg
10-100-5,10,100,5,652,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-100-5.jpg
10-100-6,10,100,6,652,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-100-6.jpg
10-100-7,10,100,7,651,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-100-7.jpg
10-100-8,10,100,8,652,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-100-8.jpg
10-101-1,10,101,1,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-101-1-pad-shaved.jpg
10-101-2,10,101,2,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-101-2-pad-shaved.jpg
10-101-3,10,101,3,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-101-3-pad-shaved.jpg
10-101-4,10,101,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-101-4-pad-shaved.jpg
10-101-5,10,101,5,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-101-5-pad-shaved.jpg
