koma_id,kanji,page,koma,width,height,page_type,koma_path
10-046-8,10,46,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-046-8.jpg
10-047-1,10,47,1,654,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-047-1.jpg
10-047-2,10,47,2,654,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-047-2.jpg
10-047-3,10,47,3,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-047-3.jpg
10-047-4,10,47,4,654,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-047-4.jpg
10-047-5,10,47,5,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-047-5.jpg
10-047-6,10,47,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-047-6.jpg
10-047-7,10,47,7,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-047-7.jpg
10-047-8,10,47,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-047-8.jpg
10-048-1,10,48,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-048-1-pad-shaved.jpg
10-048-2,10,48,2,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-048-2-pad-shaved.jpg
10-048-3,10,48,3,669,532,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-048-3-pad-shaved.jpg
10-048-4,10,48,4,651,496,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-048-4-pad-shaved.jpg
10-048-5,10,48,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-048-5-pad-shaved.jpg
10-048-6,10,48,6,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-048-6-pad-shaved.jpg
10-048-7,10,48,7,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-048-7-pad-shaved.jpg
10-048-8,10,48,8,650,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-048-8-pad-shaved.jpg
10-049-1,10,49,1,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-049-1.jpg
10-049-2,10,49,2,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-049-2.jpg
10-049-3,10,49,3,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-049-3.jpg
10-049-4,10,49,4,656,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-049-4.jpg
10-049-5,10,49,5,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-049-5.jpg
10-049-6,10,49,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-049-6.jpg
10-049-7,10,49,7,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-049-7.jpg
10-049-8,10,49,8,651,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-049-8.jpg
10-050-1,10,50,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-050-1.jpg
10-050-2,10,50,2,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-050-2.jpg
10-050-3,10,50,3,655,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-050-3.jpg
10-050-4,10,50,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-050-4.jpg
10-050-5,10,50,5,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-050-5.jpg
10-050-6,10,50,6,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-050-6.jpg
10-050-7,10,50,7,650,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-050-7.jpg
10-050-8,10,50,8,650,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-050-8.jpg
10-051-1,10,51,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-051-1-pad-shaved.jpg
10-051-2,10,51,2,656,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-051-2-pad-shaved.jpg
10-051-3,10,51,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-051-3-pad-shaved.jpg
10-051-4,10,51,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-051-4-pad-shaved.jpg
10-051-5,10,51,5,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-051-5-pad-shaved.jpg
10-051-6,10,51,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-051-6-pad-shaved.jpg
10-051-7,10,51,7,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-051-7-pad-shaved.jpg
10-051-8,10,51,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-051-8-pad-shaved.jpg
10-052-1,10,52,1,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-052-1.jpg
10-052-2,10,52,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-052-2.jpg
10-052-3,10,52,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-052-3.jpg
10-052-4,10,52,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-052-4.jpg
10-052-5,10,52,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-052-5.jpg
10-052-6,10,52,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-052-6.jpg
10-052-7,10,52,7,652,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-052-7.jpg
10-052-8,10,52,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-052-8.jpg
10-053-1,10,53,1,732,556,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-053-1-pad-shaved.jpg
10-053-2,10,53,2,698,526,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-053-2-pad-shaved.jpg
10-053-3,10,53,3,656,503,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-053-3-pad-shaved.jpg
10-053-4,10,53,4,655,500,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-053-4-pad-shaved.jpg
10-053-5,10,53,5,679,528,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-053-5-pad-shaved.jpg
10-053-6,10,53,6,680,525,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-053-6-pad-shaved.jpg
10-053-7,10,53,7,651,502,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-053-7-pad-shaved.jpg
10-053-8,10,53,8,651,500,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-053-8-pad-shaved.jpg
10-054-1,10,54,1,654,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-054-1.jpg
10-054-2,10,54,2,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-054-2.jpg
10-054-3,10,54,3,654,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-054-3.jpg
10-054-4,10,54,4,654,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-054-4.jpg
10-054-5,10,54,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-054-5.jpg
10-054-6,10,54,6,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-054-6.jpg
10-054-7,10,54,7,651,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-054-7.jpg
10-054-8,10,54,8,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-054-8.jpg
10-055-1,10,55,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-055-1.jpg
10-055-2,10,55,2,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-055-2.jpg
10-055-3,10,55,3,656,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-055-3.jpg
10-055-4,10,55,4,655,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-055-4.jpg
10-055-5,10,55,5,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-055-5.jpg
10-055-6,10,55,6,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-055-6.jpg
10-055-7,10,55,7,651,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-055-7.jpg
10-055-8,10,55,8,665,513,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-055-8.jpg
10-056-1,10,56,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-056-1.jpg
10-056-2,10,56,2,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-056-2.jpg
10-056-3,10,56,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-056-3.jpg
10-056-4,10,56,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-056-4.jpg
10-056-5,10,56,5,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-056-5.jpg
10-056-6,10,56,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-056-6.jpg
10-056-7,10,56,7,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-056-7.jpg
10-056-8,10,56,8,650,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-056-8.jpg
10-057-1,10,57,1,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-057-1.jpg
10-057-2,10,57,2,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-057-2.jpg
10-057-3,10,57,3,654,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-057-3.jpg
10-057-4,10,57,4,654,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-057-4.jpg
10-057-5,10,57,5,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-057-5.jpg
10-057-6,10,57,6,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-057-6.jpg
10-057-7,10,57,7,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-057-7.jpg
10-057-8,10,57,8,650,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-057-8.jpg
10-058-1,10,58,1,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-058-1.jpg
10-058-2,10,58,2,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-058-2.jpg
10-058-3,10,58,3,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-058-3.jpg
10-058-4,10,58,4,655,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-058-4.jpg
10-058-5,10,58,5,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-058-5.jpg
10-058-6,10,58,6,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-058-6.jpg
10-058-7,10,58,7,650,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-058-7.jpg
10-058-8,10,58,8,650,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-058-8.jpg
10-059-1,10,59,1,655,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-059-1.jpg
10-059-2,10,59,2,654,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-059-2.jpg
10-059-3,10,59,3,654,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-059-3.jpg
10-059-4,10,59,4,654,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-059-4.jpg
10-059-5,10,59,5,649,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-059-5.jpg
10-059-6,10,59,6,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-059-6.jpg
10-059-7,10,59,7,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-059-7.jpg
10-059-8,10,59,8,651,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-059-8.jpg
10-061-1,10,61,1,695,527,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-061-1-pad-shaved.jpg
10-061-2,10,61,2,699,524,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-061-2-pad-shaved.jpg
10-061-3,10,61,3,655,502,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-061-3-pad-shaved.jpg
10-061-4,10,61,4,654,499,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-061-4-pad-shaved.jpg
10-061-5,10,61,5,727,555,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-061-5-pad-shaved.jpg
10-061-6,10,61,6,680,523,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-061-6-pad-shaved.jpg
10-061-7,10,61,7,651,502,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-061-7-pad-shaved.jpg
10-061-8,10,61,8,652,499,tobirae,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-061-8-pad-shaved.jpg
10-062-1,10,62,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-062-1.jpg
10-062-2,10,62,2,656,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-062-2.jpg
10-062-3,10,62,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-062-3.jpg
10-062-4,10,62,4,655,505,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-062-4.jpg
10-062-5,10,62,5,650,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-062-5.jpg
10-062-6,10,62,6,651,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-062-6.jpg
10-062-7,10,62,7,650,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-062-7.jpg
10-062-8,10,62,8,650,523,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-062-8.jpg
10-063-1,10,63,1,654,501,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-063-1.jpg
10-063-2,10,63,2,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-063-2.jpg
10-063-3,10,63,3,654,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-063-3.jpg
10-063-4,10,63,4,654,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-063-4.jpg
10-063-5,10,63,5,651,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-063-5.jpg
10-063-6,10,63,6,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-063-6.jpg
10-063-7,10,63,7,651,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-063-7.jpg
10-063-8,10,63,8,650,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-063-8.jpg
10-064-1,10,64,1,654,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-064-1.jpg
10-064-2,10,64,2,654,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-064-2.jpg
10-064-3,10,64,3,654,504,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-064-3.jpg
10-064-4,10,64,4,654,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-064-4.jpg
10-064-5,10,64,5,650,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-064-5.jpg
10-064-6,10,64,6,650,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-064-6.jpg
10-064-7,10,64,7,650,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-064-7.jpg
10-064-8,10,64,8,650,499,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-064-8.jpg
10-065-1,10,65,1,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-065-1.jpg
10-065-2,10,65,2,655,502,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-065-2.jpg
10-065-3,10,65,3,655,503,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-065-3.jpg
10-065-4,10,65,4,654,500,koma_only,/Users/esuji/program/cvtest/yonkoma2data/src/work_dir/pages/yuyu10/pages_corrected/2_paint_out/0_koma/0_padding_shave/image-065-4.jpg
